"Product","Country","Ingredients","Price","Rev_score","Rev_count","Size","Brand"
"Almay Clear Complexion Makeup, 700 Warm","USA","Aqua/Water/Eau, Cyclopentasiloxane, Cyclohexasiloxane, Butylene Glycol, Nylon-12, Trimethylsiloxysilicate, Dimethicone, Cetyl Peg/Ppg-10/1 Dimethicone, Boron Nitride, Isodecyl Neopentanoate, Peg/Ppg-18/18 Dimethicone, Talc, Sodium Chloride, Methylsalicylatyl, Glycyrrhetinate, Sodium Hyaluronate, Dipotassium Glycyrrhizate, Methoxypropylgluconamide, Panthenol, Panthenyl Ethyl Ether, Fomes Officinalis (Mushroom) Extract, Tocopheryl Acetate, Ethylhexyl Palmitate, Aloe Barbadensis Leaf Juice, Centaurea Cyanus Flower Extract, Spiraea Ulmaria Extract, Chamomilla Recutita (Matricaria) Flower Extract, Hydrolyzed Vegetable Protein, Maltodextrin, Silica Dimethyl Silylate, Trisiloxane, Phytantriol, Tribehenin, Alumina, Sorbitan Sesquioleate, Silica, Methoxy, Amodimethicone/Silsesquioxane, Copolymer, Dimethicone/Bisisobutyl Ppg-20 Crosspolymer, Triethoxycaprylylsilane, Methicone, Tetrasodium Edta, Phenoxyethanol, Methylparaben, Ethylparaben, May Contain: Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Zinc Oxide (Ci 77947)",NA,5,1,1,"Almay"
"Circa Beauty Fresh Canvas Face Primer","USA","Cyclopentasiloxane, Dimethicone, Dimethicone/Vinyl Dimethicone Crosspolymer, Dimethicone Crosspolymer, Beeswax, Silica",NA,4.8,8,1,"Circa"
"CoverGirl Simply Ageless Instant Fix Advanced Concealer, Deep","United States","Aqua/Water/Eau, Cyclopentasiloxane, Butylene Glycol, Talc, Cetyl PEG/PPG-10/1 Dimethicone, Glycerin, Ethylhexyl Methoxycinnamate, Tribehenin, Isononyl Isononanoate, Magnesium Sulfate, Bis-PEG/PPG-14/14 Dimethicone, Lecithin, Disteardimonium Hectorite, Laureth-7, Polymethyl Methacrylate, Silica Dimethyl Silylate, Disodium Stearoyl Glutamate, Chlorphenesin, Phenoxyethanol, Dimethicone Crosspolymer, Propylene Carbonate, Xanthan Gum, Tocopheryl Acetate, Aluminum Hydroxide, Disodium EDTA, Glyceryl Polymethacrylate, PEG-8, Ascorbyl Glucoside, BHT, Sodium PCA, Urea, Trehalose, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Hexylene Glycol, Polyquaternium-51, Palmitoyl Hexapeptide-12, Caprylyl Glycol, Triacetin, Sodium Hyaluronate, May Contain/Peut Contenir/+/-:Titanium Dioxide (CI 77891), Iron Oxides (CI 77491 CI 77492 CI 77499), Mica",15.99,4.3,294,0.1,"CoverGirl"
"No7 Radiant Glow Concealer Medium/Dark","","Aqua (Water), Cyclopentasiloxane, Glycerin, Talc, Paraffinum Liquidum (Mineral Oil), PPG-20, PEG, 20 Dimethicone, Magnesium Sulfate, Hydrogen Dimethicone, Methicone, Aluminum Hydroxide, C12-14 Pareth-3, Methylparaben, Squalane, May Contain: Mica, Cl 77891 (Titanium Dioxide), Cl 77492 (Iron Oxides), Cl 77491 (Iron Oxides), Cl 77499 (Iron Oxides)",NA,NA,294,0.08,"No7"
"POP Beauty No Show Camouflage Fix, Orange","China","Ethylhexyl Palmitate, Phenyl Trimethicone, Mica, Bis-DiglycerylPolyacyladipate-2, Silica, Microcrystalline Wax (Cera Microcristallina), Ozokerite, Phenoxyethanol, Retinyl Palmitate, Tocopherol, Magnesium Ascorbyl Phosphate, Tocopheryl Acetate, +/- TitaniumDioxide (CI 77891), Iron Oxides (CI 77499) (CI 77492) (CI 77491), Yellow 5 Lake (CI 19140), Blue 1 Lake (CI 42090)",12,NA,294,0.47,"POP"
"CoverGirl TruBlend Base Business Everyday Defense Primer","United States","Ensulizole 3.00%, Cyclopentasiloxane, Talc, Propylene Glycol, Dimethicone, Aluminum Starch Octenylsuccinate, PEG/PPG-18/18 Dimethicone, Sodium Chloride, PVP, Phenoxyethanol, Sodium Hydroxide, Acrylonitrile/Methyl Methacrylate/Vinylidene Chloride Copolymer, Synthetic Beeswax, Trihydroxystearin, Methicone, Caprylyl Glycol, Silica, Sodium Benzoate, Synthetic Wax, Polyglyceryl-4 Isostearate, 1,2-Hexanediol, Cetyl PEG/PPG-10/1 Dimethicone, Hexyl Laurate, Isopropyl Titanium Triisostearate, Ethylene Brassylate, Polyethylene., Aqua/Water/Eau",11.49,4.3,160,1,"CoverGirl"
"Revlon Designer Collection Slanted Tweezer","","",NA,3.6,5,1,"Revlon"
"Neutrogena Shine Control Liquid Makeup, SPF 20, Neutral Beige","","Titanium Dioxide 3.2%",14.99,3.7,180,1,"Neutrogena"
"Neutrogena Shine Control Liquid Makeup, SPF 20, Neutral Beige","","Titanium Dioxide 3.2%",14.99,3.7,180,1,"Neutrogena"
"Nonie Creme Colour Prevails Blank Canvas Liquid Foundation, 02 Nude Blush","China","Water, Cyclopentasiloxane, Dimethicone/Vinyl Dimethicone Crosspolymer, Glycerin, Isododecane, Talc, PEG-9 Dimethicone, Phenoxyethanol, Ethylhexylglycerin, Disteardimonium Hectorite, Propylene Carbonate, Ascorbyl Palmitate, Pentaerythrityl Tetraisostearate, Mineral Oil, Palmitoyl Tripeptide-1, Tocopheryl Acetate, Disodium EDTA, Niacinamide, Sodium Hyaluronate, May Contain (+/-): Titanium Dioxide, Iron Oxides",NA,4.7,22,1,"Nonie"
"e.l.f. Illuminating Mist and Set","China","",NA,4.1,39,2.02,"e.l.f."
"Circa Beauty Magic Hour Illuminating Concealer, 01 Light","USA","Water, Cyclopentasiloxane, Glycerin, Butylene Glycol, Phenyl Trimethicone, Butylene Glycol Dicaprylate/Dicaprate, Dimethicone, Neopentyl Glycol Diheptanoate, Amorphous Silica, PEG-9 Polydimethylsiloxyethyl Dimethicone, Tapioca Starch, Boron Nitride, Dimethicone/PEG-10/15 Crosspolymer, Disteardimonium Hectorite, Caprylyl Glycol, Cellulose Gum, Tetrasodium EDTA, Alcohol Denat., Aluminum Dimyristate, Caprylohydroxamic Acid, Triethoxycaprylylsilane, Dimethicone/Vinyl Dimethicone Crosspolymer, Disodium Stearoyl Glutamate, Polymethylsilsesquioxane, Titanium Dioxide, Mica, Iron Oxides",NA,5,4,0.1,"Circa"
"L'Oreal Paris True Match Super-Blendable Makeup, Deep Golden","United States","WATER, CYCLOPENTASILOXANE, ISODODECANE, GLYCERIN, CYCLOHEXASILOXANE, PEG-10 DIMETHICONE, METHYL METHACRYLATE CROSSPOLYMER, BUTYLENE GLYCOL, DIMETHICONE, ISOEICOSANE, DISTEARDIMONIUM HECTORITE, CETYL PEG/PPG-10/1 DIMETHICONE, SODIUM CHLORIDE, C9-15 FLUOROALCOHOL PHOSPHATE, POLYGLYCERYL-4 ISOSTEARATE, HEXYL LAURATE, ISOSTEARYL NEOPENTANOATE, DIAZOLIDINYL UREA, METHYLPARABEN, PROPYLPARABEN, TOCOPHEROL, PANTHENOL, IRON OXIDES, CI 77007/ULTRAMARINES, CI77891/TITANIUM DIOXIDE, MAY CONTAIN: CI 77491, CI 77491, CI 77499",11.49,4.3,477,1,"L'Oreal"
"CoverGirl Cheekers Bronzer, Copper Radiance 102","the USA","Talc, Calcium Silicate (Anticaking Agent), Mineral Oil (Paraffinum Liquidum), Ethylhexyl Hydroxystearate, Hydrogenated Coco Glycerides, Cetyl Dimethicone, Zinc Stearate, Polyethylene, Lauroyl Lysine, Titanium Dioxide, Polyoxymethylene Urea, Quaternium 15, Fragrance (Parfum), Eucalyptas Globulus Leaf Oil, Sodium Dehydroacetate, Camphor, Menthol, Eugenia Caryophyllus (Clove) Flower Oil, Propylparaben, Methylparaben, BHT, May Contain (+/-):, Iron Dioxides",NA,4,232,0.12,"CoverGirl"
"Studio 35 Dual-Ended Foam Blender Brush","","",7.99,3,2,1,"Studio"
"Almay Pressed Powder, Medium","United States","Salicylic Acid - .6 % (Acne Treatment)",NA,NA,2,0.28,"Almay"
"e.l.f. Aqua Beauty Primer Mist Clear","China","Water (Aqua), Butylene Glycol, Hydroxyacetophenone, 1,2-Hexanediol, Niacinamide (Vb3), Potassium Chloride, Sodium Chloride, Calcium Chloride, Magnesium Chloride, Coceth-7, Ppg-1-Peg 9 Lauryl Glycol Ether, Peg-40 Hydrogenated Castor Oil, Tocopheryl Acetate (Ve), Cucumis Sativus (Cucumber), Fruit Extract, Sodium Hyaluronate, Siloxanetriol Alginate, Caffeine",NA,3.1,108,1.01,"e.l.f."
"Almay Anti-Aging Skintone Matching Makeup, 500 Deep Like Me","United States","Titanium Dioxide - 4.8 % (Sunscreen), Zinc Oxide - 2.4 % (Sunscreen)",13.99,5,2,1,"Almay"
"POP Beauty No Show Concealer, One","Korea","",24,NA,2,0.16,"POP"
"Black Radiance True Complexion Creme Contour Palette, Medium To Deep","CHINA","",NA,NA,2,0.1,"Black"
"theBalm Bonnie-Dew Manizer Bonnie-Dew Manizer","","WATER ((AQUA) EAU), CAPRYLIC/CAPRIC TRIGLYCERIDE, MICA, GLYCERIN, POLYGLYCERYL-10 LAURATE, SYNTHETIC FLUORPHLOGOPITE, SORBITAN SESQUIOLEATE, POLYGLYCERYL-3 DIISOSTEARATE, POTASSIUM CETYL PHOSPHATE, CETEARYL OLIVATE, SORBITAN OLIVATE, JOJOBA ESTERS, PHENOXYETHANOL, DIMETHICONE, HYDROXYETHYLCELLULOSE, CAPRYLYL GLYCOL, HEXYLENE GLYCOL, ETHYLHEXYLGLYCERIN, TIN OXIDE, TITANIUM DIOXIDE (CI 77891), IRON OXIDE (CI 77491)",14.5,NA,2,NA,"theBalm"
"Black Radiance True Complexion Creme Contour Palette, Light To Medium","CHINA","",NA,NA,2,2.9,"Black"
"theBalm Even Steven Whipped Foundation Medium-Dark","USA","Isodecane, Cyclopentasiloxane, Polymethylsilsesquioxane, Polysilicone-11, Cetearyl Isononanoate, Dimethicone, Lecithin, Polyhydroxystearic Acid, Zingiber Officinale Root Extract (Ginger), Ethylhexyl Palmitate, Isopropyl Myristate, Isostearic Acid, Polyglyceryl-3 Polyricinoleate, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492)",22,NA,2,1,"theBalm"
"Nonie Creme Colour Prevails Blurred Lines CC Creme, 01 Light","Italy","Octinoxate 7.5%, Octocrylene 5%, Zinc Oxide 3%, Avobenzone 3%",NA,5,1,1,"Nonie"
"Physicians Formula Powder Palette Pressed Powder Light Bronzer","","Talc, Mica, Octyldodecyl Stearoyl Stearate, Ethylhexyl Palmitate, Magnesium Stearate, Caprylyl Glycol, Phenoxyethanol, Lauroyl Lysine, Hexylene Glycol, Tin Oxide, May Contain: Iron Oxides, Titanium Dioxide, Ultramarines",NA,NA,1,0.03,"Physicians"
"POP Beauty Face Magnet Powder Ripe Red","China","Talc, Dimethicone, Mica, Aluminum Starch, Octenylsuccinate, Magnesium Carbonate, Silica, Diphenylsiloxy, Acrylates Copolymer, Phenyl Trimethicone, Nylon-12, Glycerin, Phenoxyethanol, Ethylhexylglycerin, Tocopheryl Acetate, Diisostearyl Malate",16,NA,1,0.47,"POP"
"POP Beauty Filter Effect Base Insta-Purple Pop","Taiwan, Province Of China","Water/Aqua/Eau, Lauryl Benzoate, Myristyl Benzoate, Isododecane, Dimethicone, Dimethicone Crosspolymer, Ethylhexyl Palmitate, Quaternium-90 Bentonite, Propylene Carbonate, Cyclopentasiloxane, Butylene Glycol, Silica, Methicone, Cetyl PEG-PPG-10/1 Dimethicone, Trimethylsiloxysilicate, Sorbitan Sesquioleate, C30-45 Alkyl Dimethicone, Sodium Chloride, Phenoxyethanol, Ethylhexylglycerin, Lauryl PEG-10 Tris(Trimethylsiloxy)silylethyl Dimethicone, Tocopheryl Acetate, Lecithin, Polyhydroxystearic Acid, Isoproply Myristate, 2-Ethylhexyl Palmitate, Isostearic Acid, Polyglyceryl-3 Polyricinoleate, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, +/- Titanium Dioxide (CI 77891), Iron Oxides (CI 77491) (CI 77492) (CI 77499)",14,NA,1,0.13,"POP"
"CoverGirl TruBlend Liquid Makeup, Soft Sable","USA","Water, Cyclopentasiloxane, Tridecyl Neopentanoate, Propylene Glycol, PEG-10 Dimethicone, PCA Dimethicone, Cyclohexasiloxane, Methyl Methacrylate Crosspolymer, Sodium Acryloyldimethyl Taurate Copolymer, Hydroxyethyl Acrylate, Squalane, Phenoxyethanol, Butylene Glycol, Methylparaben, Isopropyl Titanium Triisostearate, Propylparaben, Polysorbate 60, Trisodium 60, Trisodium EDTA, Sorbitan Isostearate, Titanium Dioxide, Iron Oxides",NA,3,658,1,"CoverGirl"
"Nonie Creme Colour Prevails Bashful Beauty Cheek & Lip Multi Stick, Baby Pink (Pink)","China","Hydrogenated Polyisobutene, Phenyl Trimethicone, Mica, Ethylhexyl Palmitate, Ozokerite, Oryza Sativa Wax, Aluminum Starch Octenylsuccinate, Silica, Polyethylene, Phenoxyethanol, May Contain (+/-): Titanium Dioxide, Iron Oxides, Yellow 5 Lake, Red 6 Lake, Red 27 Lake",NA,NA,658,0.32,"Nonie"
"Circa Beauty Studio Set Translucent Powder, 02 Medium","USA","Talc, Nylon-12, Boron Nitride, Silica, Water, Mica, Iron Oxides",NA,5,2,0.18,"Circa"
"Nonie Creme Colour Prevails Sculpture Contour & Highlight Duo 03 Dark","USA","Hydrogenated Polybutene, Squalane, Octyldodecanol, Polyethylene, Ethylhexyl Methoxycinnamate, Beeswax, Caprylic/Capric Triglyceride, Ethylhexy Salicylate, Disteardimonium Hectorite, Propylene Carbonate, May Contain (+/-): Titanium Dioxide, Mica, Kaolin, Silica, Barium Sulfate, Iron Oxides, VP/Eicosene Copolymer, Ultramarines",NA,3,1,0.12,"Nonie"
"NYX Professional Makeup Sculpt & Highlight Face Duo, Taupe","Taiwan","Water (Aqua), Trimethylsiloxysilicate, Trimethylsiloxyphenyl Dimethicone, Isononyl Isononanoate, Capric Triglyceride, Caprylic, Silica, Sorbitan Olivate, Euphorbia Cerifera Wax (Candelilla), Aloe Barbadensis Leaf Extract, Cocos Nucifera Oil (Coconut), Tocopheryl Acetate, Glycerin, Caprylyl Glycol, Xanthan Gum, Triethoxycaprylylsilane, Alumina, Phenoxyethanol, May Contain: Titanium Dioxide (Cl 77891), Iron Oxides (Cl 77491, Cl 77492, Cl 77499)",NA,4.1,61,0.34,"NYX"
"Botanics Radiance Highlighter Pen, Fair","","Water, Hydrogenated Polyisobutene, Butylene Glycol, Silica, Hydrogenated Poly(C6-14 Olefin), Hydrogenated Polydecene, Dimethicone, Cetyl PEG/PPG-10/1 Dimethicone, C12-15 Alkyl Benzoate, Disteardimonium Hectorite, Phenyl Trimethicone, Propylene Glycol Dicaprylate/Dicaprate, Magnesium Sulfate, Pentaerythrityl Tetrabehenate, Phenoxyethanol, Chlorphenesin, Aluminum Hydroxide, Dimethicone/Methicone Copolymer, Amethyst Powder, Ruby Powder, Sapphire Powder, Panax Ginseng Root Extract, Methicone, Maltodextrin, May Contain (+/-): Mica, Iron Oxides, Titanium Dioxide",10.99,2,1,0.05,"Botanics"
"Nonie Creme Colour Prevails Bashful Beauty Cheek & Lip Multi Stick, Coy Coral (Coral)","China","Hydrogenated Polyisobutene, Phenyl Trimethicone, Mica, Ethylhexyl Palmitate, Ozokerite, Oryza Sativa Wax, Aluminum Starch Octenylsuccinate, Silica, Polyethylene, Phenoxyethanol, May Contain (+/-): Titanium Dioxide, Iron Oxides, Yellow 5 Lake, Red 6 Lake, Red 27 Lake",NA,NA,1,0.32,"Nonie"
"theBalm BalmShelter Tinted Moisturizer Medium Dark","","Water (Aqua), Cetearyl Alcohol, Isopropyl Myristate, Cetyl Dimethicone, Dimethicone, Hexyl Laurate, Potassium Cetyl Phosphate, Styrene/DVB Crosspolymer, Sorbitan Sesquioleate, Phenoxyethanol, Caprylyl Glycol, Ethylhexylglycerin, Hexylene Glycol, Sodium Dehydroacetate, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499)",25,NA,1,1,"theBalm"
"theBalm BalmShelter Tinted Moisturizer After Dark","","Water (Aqua), Cetearyl Alcohol, Isopropyl Myristate, Cetyl Dimethicone, Dimethicone, Hexyl Laurate, Potassium Cetyl Phosphate, Styrene/DVB Crosspolymer, Sorbitan Sesquioleate, Phenoxyethanol, Caprylyl Glycol, Ethylhexylglycerin, Hexylene Glycol, Sodium Dehydroacetate, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499)",25,NA,1,1,"theBalm"
"POP Beauty Setting 101 Mandarin","China","Talc, Mica, Mineral Oil (Paraffinum Liquidum), Tocopherol, Petrolatum, Phenoxyethanol, Ethylhexylglycerin, Tocopheryl Acetate, +\- Iron Oxides (CI 77491) (CI 77492) (CI 77499)",14,NA,1,0.47,"POP"
"Circa Beauty Face Time Pressed Powder, 04 Medium","USA","Talc, Zea Mays Starch, Zinc Stearate, Dimethicone, Caprylic/Capric Triglyceride, Silica, Nylon-12, Diphenyl Dimethicone/Vinyl Diphenyl Dimethicone/Silsesquioxane, Boron Nitride, Magnesium Myristate, Water, May Contain (+/-): Mica, Titanium Dioxide, Iron Oxides",NA,4.7,6,0.35,"Circa"
"theBalm Even Steven Whipped Foundation Mid-Medium","USA","Isodecane, Cyclopentasiloxane, Polymethylsilsesquioxane, Polysilicone-11, Cetearyl Isononanoate, Dimethicone, Lecithin, Polyhydroxystearic Acid, Zingiber Officinale Root Extract (Ginger), Ethylhexyl Palmitate, Isopropyl Myristate, Isostearic Acid, Polyglyceryl-3 Polyricinoleate, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492)",22,NA,6,1,"theBalm"
"POP Beauty Prismatic Pop, Orchid Oomph","China","Mica, Magnesium Stearate, Ethylhexyl Palmitate, Nylon-12, Octyldodecanol, Phenoxyethanol, Caprylyl Glycol, +/- Titanium Dioxide (CI 77891), Iron Oxides (CI 77491) (CI 77492) (CI 77499)",12,NA,6,0.18,"POP"
"theBalm TimeBalm Concealer Medium Dark","","Tridecyl Trimellitate, Neopentyl Glycol Dicaprylate/Dicaprate, Talc, Diethylhexyl Adipate, Isoeicosane, Cera Carnauba (Copernicia Cerifera (Carnauba) Wax, Cire De Carnauba), Cera Alba (Beeswax, Cire D'Abeille), Octyldodecanol, Retinyl Palmitate, Tocopheryl Acetate, Tetrahexyldecyl Ascorbate, C18-36 Acid Glycol Ester, Panthenol, Tribehenin, Ceresin, Lauroyl Lysine, Caprylic/Capric Triglyceride, Linoleic Acid, Glycine Soja Sterols (Soybean), Phospholipids, Silica, Propyl Gallate, Glycine Soja Oil (Soybean), Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Ultramarines (CI 77007)",18,NA,6,0.26,"theBalm"
"POP Beauty Camouflage 101 Radioactive","China","Cetearyl Ethylhexanoate, Triethylhexanoin, Talc, Cyclopentasiloxane, Octyldodecanol, Silica, Polyethylene, Polyisobutene, Dimethicone, Vinyl Dimethicone / Methicone Silsesquioxane Crosspolymer, Bis-Diglyceryl Polyacyladipate-2, Mica, Phenoxyethanol, Dimethicone / Vinyl Dimethicone Crosspolymer, Hydrogenated Microcrystalline Wax (Hydrogenated Microcrystalline Cera), Ozokerite, Tocopheryl Acetate, Pentaerythrityl Tetra-Di-t-Butyl Hydroxyhydrocinnamate, BHT, +/- Iron Oxides (CI 77491) (CI 77492) (CI 77499), Titanium Dioxide (CI 77891), Yellow 5 Lake (CI 19140)",14,NA,6,0.47,"POP"
"POP Beauty Filter Effect Base Razzle Rose","Taiwan, Province Of China","Water/Aqua/Eau, Lauryl Benzoate, Myristyl Benzoate, Isododecane, Dimethicone, Dimethicone Crosspolymer, Ethylhexyl Palmitate, Quaternium-90 Bentonite, Propylene Carbonate, Cyclopentasiloxane, Butylene Glycol, Silica, Methicone, Cetyl PEG-PPG-10/1 Dimethicone, Trimethylsiloxysilicate, Sorbitan Sesquioleate, C30-45 Alkyl Dimethicone, Sodium Chloride, Phenoxyethanol, Ethylhexylglycerin, Lauryl PEG-10 Tris(Trimethylsiloxy)silylethyl Dimethicone, Tocopheryl Acetate, Lecithin, Polyhydroxystearic Acid, Isoproply Myristate, 2-Ethylhexyl Palmitate, Isostearic Acid, Polyglyceryl-3 Polyricinoleate, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, +/- Titanium Dioxide (CI 77891), Iron Oxides (CI 77491) (CI 77492) (CI 77499)",14,NA,6,0.16,"POP"
"POP Beauty Filter Effect Base Blue Bloom","Taiwan, Province Of China","Water/Aqua/Eau, Lauryl Benzoate, Myristyl Benzoate, Isododecane, Dimethicone, Dimethicone Crosspolymer, Ethylhexyl Palmitate, Quaternium-90 Bentonite, Propylene Carbonate, Cyclopentasiloxane, Butylene Glycol, Silica, Methicone, Cetyl PEG-PPG-10/1 Dimethicone, Trimethylsiloxysilicate, Sorbitan Sesquioleate, C30-45 Alkyl Dimethicone, Sodium Chloride, Phenoxyethanol, Ethylhexylglycerin, Lauryl PEG-10 Tris(Trimethylsiloxy)silylethyl Dimethicone, Tocopheryl Acetate, Lecithin, Polyhydroxystearic Acid, Isoproply Myristate, 2-Ethylhexyl Palmitate, Isostearic Acid, Polyglyceryl-3 Polyricinoleate, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, +/- Titanium Dioxide (CI 77891), Iron Oxides (CI 77491) (CI 77492) (CI 77499)",14,NA,6,0.41,"POP"
"theBalm TimeBalm Concealer Medium","","Tridecyl Trimellitate, Neopentyl Glycol Dicaprylate/Dicaprate, Talc, Diethylhexyl Adipate, Isoeicosane, Cera Carnauba (Copernicia Cerifera (Carnauba) Wax, Cire De Carnauba), Cera Alba (Beeswax, Cire D'Abeille), Octyldodecanol, Retinyl Palmitate, Tocopheryl Acetate, Tetrahexyldecyl Ascorbate, C18-36 Acid Glycol Ester, Panthenol, Tribehenin, Ceresin, Lauroyl Lysine, Caprylic/Capric Triglyceride, Linoleic Acid, Glycine Soja Sterols (Soybean), Phospholipids, Silica, Propyl Gallate, Glycine Soja Oil (Soybean), Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Ultramarines (CI 77007)",18,NA,6,0.26,"theBalm"
"theBalm TimeBalm Concealer After Dark","USA","Tridecyl Trimellitate, Neopentyl Glycol Dicaprylate/Dicaprate, Talc, Diethylhexyl Adipate, Isoeicosane, Cera Carnauba (Copernicia Cerifera (Carnauba) Wax, Cire De Carnauba), Cera Alba (Beeswax, Cire D'Abeille), Octyldodecanol, Retinyl Palmitate, Tocopheryl Acetate, Tetrahexyldecyl Ascorbate, C18-36 Acid Glycol Ester, Panthenol, Tribehenin, Ceresin, Lauroyl Lysine, Caprylic/Capric Triglyceride, Linoleic Acid, Glycine Soja Sterols (Soybean), Phospholipids, Silica, Propyl Gallate, Glycine Soja Oil (Soybean), Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Ultramarines (CI 77007)",18,NA,6,0.26,"theBalm"
"theBalm TimeBalm Concealer Just Before Dark","USA","Tridecyl Trimellitate, Neopentyl Glycol Dicaprylate/Dicaprate, Talc, Diethylhexyl Adipate, Isoeicosane, Cera Carnauba (Copernicia Cerifera (Carnauba) Wax, Cire De Carnauba), Cera Alba (Beeswax, Cire D'Abeille), Octyldodecanol, Retinyl Palmitate, Tocopheryl Acetate, Tetrahexyldecyl Ascorbate, C18-36 Acid Glycol Ester, Panthenol, Tribehenin, Ceresin, Lauroyl Lysine, Caprylic/Capric Triglyceride, Linoleic Acid, Glycine Soja Sterols (Soybean), Phospholipids, Silica, Propyl Gallate, Glycine Soja Oil (Soybean), Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Ultramarines (CI 77007)",18,NA,6,0.26,"theBalm"
"theBalm Even Steven Whipped Foundation Dark","USA","Isodecane, Cyclopentasiloxane, Polymethylsilsesquioxane, Polysilicone-11, Cetearyl Isononanoate, Dimethicone, Lecithin, Polyhydroxystearic Acid, Zingiber Officinale Root Extract (Ginger), Ethylhexyl Palmitate, Isopropyl Myristate, Isostearic Acid, Polyglyceryl-3 Polyricinoleate, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492)",22,NA,6,1,"theBalm"
"Nonie Creme Colour Prevails Sculpture Contour & Highlight Duo, 01 Light","USA","Hydrogenated Polybutene, Squalane, Octyldodecanol, Polyethylene, Ethylhexyl Methoxycinnamate, Beeswax, Caprylic/Capric Triglyceride, Ethylhexy Salicylate, Disteardimonium Hectorite, Propylene Carbonate, May Contain (+/-): Titanium Dioxide, Mica, Kaolin, Silica, Barium Sulfate, Iron Oxides, VP/Eicosene Copolymer, Ultramarines",NA,4,1,0.12,"Nonie"
"Milani Hypnotic Lights Powder Highlighter, Beaming Light","","Mica (CI 77019), Magnesium Stearate, Octyldodecyl Stearoyl Stearate, Phenyl Trimethicone, Aluminum Starch Octenylsuccinate, Cyclopentasiloxane, Silica, Talc, Dimethicone, Tin Oxide, Tocopheryl Acetate, Phenoxyethanol, Dehydroacetic Acid. +/- May Contain:Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Red 7 Lake (CI 15850), Red 27 Lake (CI 45410), Magnesium Violet (CI 77742).",NA,4.3,27,0.3,"Milani"
"POP Beauty Filter Effect Base Purple Passion","Taiwan, Province Of China","Water/Aqua/Eau, Lauryl Benzoate, Myristyl Benzoate, Isododecane, Dimethicone, Dimethicone Crosspolymer, Ethylhexyl Palmitate, Quaternium-90 Bentonite, Propylene Carbonate, Cyclopentasiloxane, Butylene Glycol, Silica, Methicone, Cetyl PEG-PPG-10/1 Dimethicone, Trimethylsiloxysilicate, Sorbitan Sesquioleate, C30-45 Alkyl Dimethicone, Sodium Chloride, Phenoxyethanol, Ethylhexylglycerin, Lauryl PEG-10 Tris(Trimethylsiloxy)silylethyl Dimethicone, Tocopheryl Acetate, Lecithin, Polyhydroxystearic Acid, Isoproply Myristate, 2-Ethylhexyl Palmitate, Isostearic Acid, Polyglyceryl-3 Polyricinoleate, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, +/- Titanium Dioxide (CI 77891), Iron Oxides (CI 77491) (CI 77492) (CI 77499)",14,NA,27,0.41,"POP"
